user_id	item_id	Timestamp	Rating	DatasetName
1514	9348	1404172800	5.0	beauty
1514	10996	1404172800	5.0	beauty
8207	7240	1358380800	5.0	beauty
8207	1261	1358380800	5.0	beauty
8207	8004	1358380800	5.0	beauty
8224	10933	1385510400	5.0	beauty
8224	9630	1385510400	5.0	beauty
8224	2150	1385510400	5.0	beauty
8134	3126	1358467200	5.0	beauty
8134	10759	1397606400	5.0	beauty
8134	9387	1397606400	5.0	beauty
8903	6749	1363737600	5.0	beauty
8903	3743	1363737600	5.0	beauty
8903	5328	1363737600	5.0	beauty
8903	6055	1363737600	5.0	beauty
5500	8416	1301011200	4.0	beauty
5500	5014	1301443200	4.0	beauty
5500	5257	1301529600	4.0	beauty
5500	5037	1303862400	5.0	beauty
5500	5686	1304380800	4.0	beauty
5500	3377	1305676800	4.0	beauty
5500	7464	1308182400	5.0	beauty
5500	9450	1308355200	5.0	beauty
5500	670	1308441600	5.0	beauty
5500	861	1324598400	5.0	beauty
7248	8905	1374537600	4.0	beauty
7248	3642	1374537600	4.0	beauty
7248	8861	1381449600	5.0	beauty
7248	5551	1381881600	5.0	beauty
3422	5759	1353715200	5.0	beauty
3422	6564	1353715200	5.0	beauty
3422	4688	1353715200	5.0	beauty
3422	3207	1370390400	5.0	beauty
3422	115	1370390400	4.0	beauty
10038	198	1341705600	4.0	beauty
10038	1296	1341964800	5.0	beauty
10038	4007	1357171200	4.0	beauty
10038	578	1392681600	5.0	beauty
10038	2763	1393027200	4.0	beauty
7175	8520	1343865600	5.0	beauty
7175	9391	1365206400	5.0	beauty
7175	3612	1365206400	5.0	beauty
7175	731	1366070400	5.0	beauty
7175	8887	1369008000	4.0	beauty
7175	9515	1372118400	5.0	beauty
7175	445	1385251200	4.0	beauty
9048	8520	1344816000	4.0	beauty
9048	198	1344816000	4.0	beauty
9048	2816	1344816000	4.0	beauty
9048	5621	1352937600	4.0	beauty
9048	1069	1361836800	4.0	beauty
7558	2816	1339027200	5.0	beauty
7558	9963	1340755200	5.0	beauty
7558	3004	1356912000	5.0	beauty
7558	200	1366848000	5.0	beauty
7558	2313	1388102400	5.0	beauty
7558	578	1390694400	5.0	beauty
11495	6935	1185580800	5.0	beauty
11495	10473	1361059200	5.0	beauty
11495	5021	1361059200	5.0	beauty
11495	3153	1374192000	5.0	beauty
11495	4857	1374192000	5.0	beauty
11495	1176	1374192000	4.0	beauty
11495	8425	1374192000	5.0	beauty
11495	3527	1374192000	5.0	beauty
11495	9271	1374192000	5.0	beauty
11495	285	1383523200	5.0	beauty
11495	10199	1384128000	5.0	beauty
11495	1990	1384128000	5.0	beauty
11495	3455	1384128000	5.0	beauty
11495	8413	1385078400	5.0	beauty
11495	6372	1390608000	5.0	beauty
11495	4308	1390608000	5.0	beauty
11495	3481	1390608000	5.0	beauty
11495	232	1393027200	5.0	beauty
12291	1881	1333324800	4.0	beauty
12291	9370	1333324800	4.0	beauty
12291	8929	1333324800	5.0	beauty
12291	7957	1333324800	5.0	beauty
3533	5489	1360022400	4.0	beauty
3533	614	1369699200	4.0	beauty
3533	4202	1374451200	4.0	beauty
3533	4761	1387670400	5.0	beauty
3533	3733	1387670400	5.0	beauty
10315	6988	1341187200	5.0	beauty
10315	9515	1373587200	5.0	beauty
10315	5237	1373587200	5.0	beauty
10315	8219	1376524800	5.0	beauty
10315	1089	1376524800	5.0	beauty
3466	10351	1383004800	5.0	beauty
3466	2008	1383004800	5.0	beauty
3466	6477	1383004800	5.0	beauty
11202	10166	1328659200	5.0	beauty
11202	168	1328659200	5.0	beauty
11202	10351	1329955200	5.0	beauty
4512	3461	1357430400	4.0	beauty
4512	8239	1357430400	5.0	beauty
4512	10591	1357430400	4.0	beauty
4550	1159	1391990400	5.0	beauty
4550	10351	1393632000	5.0	beauty
4550	3521	1393632000	5.0	beauty
4550	7682	1393632000	5.0	beauty
4550	3128	1393977600	4.0	beauty
10966	10136	1366675200	4.0	beauty
10966	5902	1367366400	5.0	beauty
10966	798	1368576000	4.0	beauty
2844	7093	1370131200	5.0	beauty
2844	2231	1383004800	5.0	beauty
2844	8607	1386028800	5.0	beauty
6725	794	1313366400	5.0	beauty
6725	8894	1355443200	5.0	beauty
6725	5305	1359158400	5.0	beauty
6725	7286	1365292800	4.0	beauty
6725	10659	1376956800	5.0	beauty
6725	388	1376956800	5.0	beauty
6725	9781	1400371200	5.0	beauty
6725	9181	1400371200	5.0	beauty
12489	17	1300752000	5.0	beauty
12489	3032	1317600000	5.0	beauty
12489	1748	1318118400	4.0	beauty
12489	8637	1362528000	5.0	beauty
12489	8214	1377216000	5.0	beauty
12489	10280	1382486400	5.0	beauty
12489	6181	1382486400	5.0	beauty
10543	1738	1363996800	4.0	beauty
10543	3398	1363996800	4.0	beauty
10543	7702	1363996800	5.0	beauty
6189	5921	1329350400	5.0	beauty
6189	11004	1329350400	5.0	beauty
6189	9355	1329350400	4.0	beauty
3840	9533	1297123200	5.0	beauty
3840	5337	1357084800	5.0	beauty
3840	8579	1367280000	5.0	beauty
1100	1882	1400976000	5.0	beauty
1100	8172	1402876800	4.0	beauty
1100	3482	1402876800	5.0	beauty
1100	2232	1402876800	5.0	beauty
5350	2386	1319587200	4.0	beauty
5350	6374	1354492800	5.0	beauty
5350	8752	1355616000	5.0	beauty
5350	3509	1362873600	4.0	beauty
7120	2084	1390435200	5.0	beauty
7120	9015	1390435200	5.0	beauty
7120	10811	1393718400	4.0	beauty
7120	9842	1393718400	5.0	beauty
7120	3020	1393718400	4.0	beauty
7120	6737	1393718400	5.0	beauty
2483	2996	1313107200	5.0	beauty
2483	7621	1313366400	5.0	beauty
2483	4164	1329609600	5.0	beauty
2483	6838	1330473600	5.0	beauty
2483	1804	1337126400	5.0	beauty
6600	4437	1348531200	5.0	beauty
6600	1558	1348531200	5.0	beauty
6600	2060	1358985600	5.0	beauty
8675	1390	1368835200	4.0	beauty
8675	381	1368835200	4.0	beauty
8675	87	1368835200	5.0	beauty
8675	9848	1368835200	5.0	beauty
9964	55	1398297600	5.0	beauty
9964	1911	1399593600	5.0	beauty
9964	3667	1400544000	5.0	beauty
9964	4695	1400803200	5.0	beauty
1618	8930	1376870400	5.0	beauty
1618	2060	1385769600	5.0	beauty
1618	10468	1386374400	5.0	beauty
1618	8499	1387238400	5.0	beauty
1618	10942	1393545600	5.0	beauty
1618	6642	1394496000	5.0	beauty
1618	2402	1395792000	5.0	beauty
1618	3473	1399680000	5.0	beauty
6681	2060	1314662400	5.0	beauty
6681	838	1314662400	4.0	beauty
6681	7206	1339459200	5.0	beauty
6681	170	1343692800	5.0	beauty
6681	10560	1375660800	5.0	beauty
6681	8774	1397260800	5.0	beauty
6681	9098	1397260800	5.0	beauty
6681	2314	1397260800	5.0	beauty
6681	903	1397952000	5.0	beauty
749	6260	1387411200	5.0	beauty
749	8497	1387411200	5.0	beauty
749	6969	1388534400	5.0	beauty
4322	5480	1216512000	4.0	beauty
4322	4936	1246665600	5.0	beauty
4322	4154	1272153600	5.0	beauty
4322	10501	1319846400	5.0	beauty
4322	6260	1362009600	5.0	beauty
4322	7420	1390348800	4.0	beauty
4334	3867	1263600000	5.0	beauty
4334	6617	1318118400	4.0	beauty
4334	2764	1318118400	4.0	beauty
8163	1882	1398988800	5.0	beauty
8163	8172	1403568000	5.0	beauty
8163	2629	1403827200	5.0	beauty
8163	10634	1403827200	5.0	beauty
8163	2232	1404259200	5.0	beauty
12934	6402	1398211200	5.0	beauty
12934	9690	1399939200	5.0	beauty
12934	2629	1401667200	5.0	beauty
12934	8172	1401753600	5.0	beauty
12934	3618	1401840000	4.0	beauty
12934	10634	1402876800	5.0	beauty
12934	6412	1403136000	5.0	beauty
12934	9157	1403136000	5.0	beauty
12934	7207	1403222400	5.0	beauty
12934	2232	1403481600	5.0	beauty
12934	10355	1403568000	5.0	beauty
12934	3482	1403568000	5.0	beauty
12934	2496	1403654400	5.0	beauty
12934	8480	1403827200	5.0	beauty
12934	9283	1404172800	5.0	beauty
12934	506	1404345600	5.0	beauty
12934	7435	1404691200	5.0	beauty
12934	1740	1404864000	5.0	beauty
12934	936	1404950400	5.0	beauty
12934	10218	1405296000	5.0	beauty
3629	2232	1401580800	5.0	beauty
3629	3482	1401840000	5.0	beauty
3629	7207	1402272000	5.0	beauty
3629	3618	1402531200	5.0	beauty
3629	9283	1403308800	5.0	beauty
3629	10960	1403308800	5.0	beauty
5278	4254	1400371200	5.0	beauty
5278	4098	1400371200	5.0	beauty
5278	2629	1400716800	5.0	beauty
5278	10634	1400716800	5.0	beauty
5278	2612	1400716800	5.0	beauty
5278	8172	1401062400	5.0	beauty
5278	5969	1401235200	5.0	beauty
5278	7207	1403568000	5.0	beauty
5278	7217	1403568000	5.0	beauty
5278	2976	1403568000	5.0	beauty
5278	10355	1403568000	5.0	beauty
5403	653	1280016000	4.0	beauty
5403	5274	1286236800	4.0	beauty
5403	9303	1295827200	5.0	beauty
9114	7800	1343174400	5.0	beauty
9114	4647	1343174400	5.0	beauty
9114	7657	1372896000	5.0	beauty
11386	10759	1363651200	5.0	beauty
11386	4554	1363651200	5.0	beauty
11386	10456	1365120000	4.0	beauty
11386	9472	1365120000	5.0	beauty
11386	7888	1375488000	5.0	beauty
11386	8220	1375488000	5.0	beauty
11386	4155	1375488000	5.0	beauty
1223	9362	1353024000	4.0	beauty
1223	10881	1353024000	5.0	beauty
1223	10336	1353024000	5.0	beauty
1223	4464	1353024000	5.0	beauty
1223	9172	1366848000	4.0	beauty
4822	6970	1275264000	5.0	beauty
4822	4705	1311897600	4.0	beauty
4822	7775	1339027200	4.0	beauty
4822	3684	1342396800	5.0	beauty
4822	1679	1354060800	5.0	beauty
4822	8078	1357171200	5.0	beauty
4822	4609	1361404800	4.0	beauty
4822	1263	1361404800	4.0	beauty
4822	7572	1363824000	4.0	beauty
4822	7177	1365033600	4.0	beauty
4822	7157	1365897600	4.0	beauty
5709	6348	1366156800	5.0	beauty
5709	7782	1367020800	5.0	beauty
5709	2375	1368057600	5.0	beauty
4613	7621	1398038400	5.0	beauty
4613	6989	1398038400	5.0	beauty
4613	8094	1398384000	4.0	beauty
4613	85	1398384000	5.0	beauty
11173	10851	1340323200	5.0	beauty
11173	10493	1370390400	4.0	beauty
11173	9333	1391385600	5.0	beauty
3679	11010	1391990400	5.0	beauty
3679	2341	1391990400	5.0	beauty
3679	5144	1393804800	5.0	beauty
3679	6276	1394064000	4.0	beauty
12554	515	1345680000	4.0	beauty
12554	6109	1353024000	4.0	beauty
12554	3865	1362528000	4.0	beauty
12554	9255	1365465600	4.0	beauty
12554	3927	1390780800	4.0	beauty
12554	79	1390780800	4.0	beauty
12554	5789	1397520000	5.0	beauty
4971	1739	1338508800	4.0	beauty
4971	2512	1339718400	4.0	beauty
4971	5621	1350518400	5.0	beauty
4971	8363	1356998400	4.0	beauty
4971	10481	1360713600	5.0	beauty
4971	7572	1360713600	5.0	beauty
4971	4609	1363046400	4.0	beauty
4971	8810	1367539200	4.0	beauty
4971	226	1383177600	4.0	beauty
4971	7667	1384214400	4.0	beauty
4971	2710	1387584000	4.0	beauty
4971	3023	1392249600	4.0	beauty
4971	5244	1397606400	4.0	beauty
4971	9642	1397606400	4.0	beauty
4971	7103	1400630400	4.0	beauty
4971	1805	1404172800	4.0	beauty
4971	3995	1404432000	4.0	beauty
2016	1739	1342483200	4.0	beauty
2016	2696	1360108800	4.0	beauty
2016	5148	1364860800	4.0	beauty
3607	2512	1346371200	5.0	beauty
3607	1116	1384300800	5.0	beauty
3607	4162	1384300800	5.0	beauty
3607	8778	1391731200	5.0	beauty
9974	8810	1368662400	5.0	beauty
9974	10587	1395619200	4.0	beauty
9974	2056	1398470400	5.0	beauty
3156	10647	1344988800	4.0	beauty
3156	8776	1363737600	4.0	beauty
3156	1786	1364342400	4.0	beauty
3156	7328	1366156800	5.0	beauty
3156	709	1369699200	5.0	beauty
2116	5148	1361404800	4.0	beauty
2116	6547	1370822400	4.0	beauty
2116	1734	1370822400	4.0	beauty
2116	8887	1370822400	4.0	beauty
3197	2375	1305936000	4.0	beauty
3197	3010	1344124800	5.0	beauty
3197	1536	1348531200	5.0	beauty
3197	6593	1349654400	4.0	beauty
7351	8504	1295136000	5.0	beauty
7351	10853	1295136000	5.0	beauty
7351	4820	1337385600	4.0	beauty
7351	7621	1354665600	5.0	beauty
7351	1697	1354665600	5.0	beauty
7351	4176	1354665600	5.0	beauty
7351	10476	1354665600	5.0	beauty
7351	2287	1359072000	4.0	beauty
7351	9771	1361059200	5.0	beauty
7351	6838	1361059200	5.0	beauty
7351	8748	1390867200	5.0	beauty
10366	6274	1370476800	5.0	beauty
10366	8608	1370822400	5.0	beauty
10366	8206	1370822400	4.0	beauty
10366	3202	1371513600	4.0	beauty
10366	7088	1389139200	5.0	beauty
10366	5072	1389312000	5.0	beauty
10366	10290	1390694400	5.0	beauty
10366	10766	1391644800	5.0	beauty
444	5658	1107043200	5.0	beauty
444	2186	1107043200	5.0	beauty
444	7430	1107043200	5.0	beauty
11578	9301	1363564800	5.0	beauty
11578	2072	1363564800	5.0	beauty
11578	7905	1363564800	4.0	beauty
11578	6572	1363564800	5.0	beauty
11578	2186	1366675200	5.0	beauty
11578	10974	1366675200	4.0	beauty
11578	10849	1373932800	5.0	beauty
11578	5323	1373932800	5.0	beauty
11578	8770	1376265600	5.0	beauty
11578	9786	1378166400	5.0	beauty
13138	7024	1395273600	5.0	beauty
13138	4859	1395273600	5.0	beauty
13138	1882	1400544000	5.0	beauty
13138	10649	1401235200	5.0	beauty
13138	8172	1403136000	5.0	beauty
5215	5421	1393545600	5.0	beauty
5215	5970	1393804800	5.0	beauty
5215	7024	1398211200	5.0	beauty
8500	5658	1363392000	4.0	beauty
8500	2186	1363392000	4.0	beauty
8500	305	1363392000	4.0	beauty
8500	9352	1363392000	4.0	beauty
8500	10965	1363392000	4.0	beauty
13631	782	1315353600	5.0	beauty
13631	4534	1378339200	5.0	beauty
13631	10973	1387584000	5.0	beauty
13631	5658	1389484800	5.0	beauty
13631	2186	1389484800	5.0	beauty
13631	4186	1389484800	5.0	beauty
13631	1697	1397001600	4.0	beauty
934	7528	1385337600	5.0	beauty
934	10063	1385337600	5.0	beauty
934	1112	1385337600	4.0	beauty
3040	8284	1220572800	4.0	beauty
3040	5052	1231977600	5.0	beauty
3040	520	1234051200	5.0	beauty
3040	4589	1236988800	5.0	beauty
3040	1214	1243814400	5.0	beauty
3040	1741	1243900800	5.0	beauty
3040	5883	1255132800	5.0	beauty
3040	10183	1255132800	5.0	beauty
3040	1366	1255478400	5.0	beauty
3040	4095	1255478400	5.0	beauty
3040	7262	1256860800	5.0	beauty
3040	9371	1258848000	5.0	beauty
3040	4329	1259452800	4.0	beauty
3040	10886	1261872000	5.0	beauty
3040	9294	1280275200	5.0	beauty
3040	8629	1291334400	4.0	beauty
3040	10334	1294617600	5.0	beauty
3040	3498	1298419200	5.0	beauty
3040	5687	1300924800	5.0	beauty
3040	4044	1303344000	5.0	beauty
3040	2551	1303344000	5.0	beauty
3040	7779	1303344000	5.0	beauty
3040	4302	1303776000	4.0	beauty
3040	8672	1304812800	5.0	beauty
3040	7214	1311206400	4.0	beauty
3040	4937	1312588800	4.0	beauty
3040	10072	1328140800	5.0	beauty
3040	510	1330128000	5.0	beauty
3040	1140	1330387200	5.0	beauty
3040	3061	1331856000	4.0	beauty
3040	8880	1331942400	5.0	beauty
3040	6336	1333843200	5.0	beauty
3040	4901	1334016000	5.0	beauty
3040	6332	1336867200	5.0	beauty
3040	8761	1357948800	4.0	beauty
3040	3104	1362009600	4.0	beauty
3040	8893	1362096000	4.0	beauty
3040	3291	1362096000	4.0	beauty
3040	8776	1362182400	4.0	beauty
3040	10278	1362355200	5.0	beauty
3040	6719	1364342400	4.0	beauty
3040	8387	1365120000	4.0	beauty
3040	9039	1365120000	4.0	beauty
3040	7831	1365120000	4.0	beauty
3040	4178	1365120000	4.0	beauty
3040	10725	1371254400	4.0	beauty
3040	1734	1371254400	5.0	beauty
3040	8887	1371254400	5.0	beauty
3040	10724	1373241600	5.0	beauty
3040	4763	1374624000	4.0	beauty
3040	511	1374624000	4.0	beauty
3040	1089	1375056000	5.0	beauty
3040	4719	1391558400	4.0	beauty
4926	4716	1392681600	4.0	beauty
4926	7389	1392681600	4.0	beauty
4926	381	1392681600	4.0	beauty
12067	7444	1245024000	5.0	beauty
12067	7939	1275091200	5.0	beauty
12067	1736	1285977600	5.0	beauty
7007	6354	1318896000	4.0	beauty
7007	1471	1355270400	4.0	beauty
7007	2186	1400544000	4.0	beauty
14418	4478	1270166400	5.0	beauty
14418	5227	1282435200	4.0	beauty
14418	7820	1282435200	5.0	beauty
14418	7134	1296864000	4.0	beauty
14418	4555	1297900800	5.0	beauty
14418	9862	1309737600	4.0	beauty
14418	1278	1316217600	5.0	beauty
14418	6658	1316217600	5.0	beauty
14418	942	1316217600	5.0	beauty
14418	9320	1316217600	5.0	beauty
14418	2723	1316217600	5.0	beauty
14418	2390	1320537600	5.0	beauty
14418	10919	1322352000	4.0	beauty
14418	4194	1331510400	4.0	beauty
14418	4560	1339804800	4.0	beauty
14418	9604	1381881600	5.0	beauty
6159	6485	1298246400	5.0	beauty
6159	2439	1315353600	5.0	beauty
6159	10262	1324252800	4.0	beauty
6159	8860	1329264000	4.0	beauty
6159	7405	1329350400	5.0	beauty
6159	3032	1329350400	4.0	beauty
6159	2221	1329609600	4.0	beauty
6159	5019	1334188800	5.0	beauty
6159	8953	1334534400	4.0	beauty
8630	5813	1226793600	5.0	beauty
8630	5653	1226793600	4.0	beauty
8630	6158	1258329600	5.0	beauty
8630	9307	1320796800	5.0	beauty
8630	7468	1327622400	4.0	beauty
8630	5687	1353369600	5.0	beauty
9912	9600	1395446400	5.0	beauty
9912	10927	1395446400	4.0	beauty
9912	7367	1395446400	4.0	beauty
9912	5277	1395446400	5.0	beauty
9912	7165	1395964800	4.0	beauty
9912	9867	1395964800	4.0	beauty
9912	5624	1396137600	5.0	beauty
9912	2664	1397174400	5.0	beauty
9912	8821	1398124800	4.0	beauty
9912	2132	1399593600	5.0	beauty
9912	3155	1400198400	5.0	beauty
1812	6902	1310083200	5.0	beauty
1812	5804	1315526400	5.0	beauty
1812	2186	1330992000	5.0	beauty
3430	2186	1291939200	5.0	beauty
3430	7010	1293667200	4.0	beauty
3430	8206	1297123200	4.0	beauty
3430	3756	1298332800	4.0	beauty
3430	9998	1298332800	5.0	beauty
3430	6835	1298332800	5.0	beauty
4467	863	1326067200	5.0	beauty
4467	6207	1330560000	5.0	beauty
4467	10134	1362009600	5.0	beauty
4467	3597	1391472000	4.0	beauty
13713	2186	1302998400	4.0	beauty
13713	5644	1324598400	5.0	beauty
13713	1980	1324598400	5.0	beauty
13713	4661	1324598400	5.0	beauty
13713	9620	1324598400	5.0	beauty
13713	4831	1324598400	5.0	beauty
13713	10819	1324598400	5.0	beauty
271	2186	1330560000	5.0	beauty
271	9914	1330560000	5.0	beauty
271	10927	1330560000	4.0	beauty
271	6460	1333324800	5.0	beauty
271	388	1336953600	5.0	beauty
271	7056	1337385600	4.0	beauty
271	9021	1337385600	5.0	beauty
1002	2186	1322179200	5.0	beauty
1002	9493	1322179200	4.0	beauty
1002	2650	1364342400	4.0	beauty
4198	7405	1109808000	5.0	beauty
4198	5715	1160784000	4.0	beauty
4198	5394	1287705600	4.0	beauty
4198	8390	1290384000	5.0	beauty
12696	3399	1322179200	4.0	beauty
12696	8145	1333152000	5.0	beauty
12696	9447	1335398400	5.0	beauty
8168	10313	1305849600	4.0	beauty
8168	9447	1386633600	5.0	beauty
8168	8766	1386633600	5.0	beauty
12835	5759	1204588800	5.0	beauty
12835	6568	1290556800	4.0	beauty
12835	5776	1351900800	5.0	beauty
12835	6642	1355356800	5.0	beauty
12835	6102	1383177600	5.0	beauty
12835	6086	1388707200	5.0	beauty
12835	2633	1391558400	4.0	beauty
3059	2866	1287360000	4.0	beauty
3059	3434	1318118400	4.0	beauty
3059	951	1318118400	4.0	beauty
11351	1258	1363219200	5.0	beauty
11351	8822	1401580800	5.0	beauty
11351	9679	1405296000	5.0	beauty
11351	5651	1405296000	5.0	beauty
11351	2383	1405296000	5.0	beauty
235	7189	1346284800	4.0	beauty
235	9968	1357776000	5.0	beauty
235	3288	1371513600	5.0	beauty
235	9679	1372636800	5.0	beauty
6720	9679	1375056000	4.0	beauty
6720	9139	1375056000	4.0	beauty
6720	3433	1375142400	4.0	beauty
6729	10127	1377993600	5.0	beauty
6729	2259	1377993600	5.0	beauty
6729	619	1377993600	5.0	beauty
8713	10915	1368144000	5.0	beauty
8713	9916	1368144000	5.0	beauty
8713	7922	1368144000	5.0	beauty
8713	3937	1371340800	5.0	beauty
8713	1343	1372550400	4.0	beauty
9520	1410	1355270400	4.0	beauty
9520	2677	1356912000	5.0	beauty
9520	8475	1374364800	4.0	beauty
9520	3457	1377648000	5.0	beauty
